"","x"
"1",0.70359627912137
"2",0.703596277105507
"3",0.703596277105507
"4",0.703596277105507
"5",0.703596277105507
"6",0.703596277105507
"7",0.703596277105507
"8",0.703596277105507
"9",0.703758925710316
"10",0.703758925710316
"11",0.703758925710316
"12",0.703758925710316
"13",0.703758925710316
"14",0.703758925710316
"15",0.703758925710316
"16",0.703758925710316
"17",0.703758925710316
"18",0.703742203644499
"19",0.703742203644499
"20",0.703742203644499
"21",0.703742203644499
"22",0.703742203644499
"23",0.703742203644499
"24",0.703742203644499
"25",0.703742203644499
"26",0.703742203644499
"27",0.703742203644499
"28",0.703703031222513
"29",0.703703031222513
"30",0.703703031222513
"31",0.703652380396989
"32",0.703652380396989
"33",0.703652380396989
"34",0.703652380396989
"35",0.703652380396989
"36",0.703585182872295
"37",0.703585182872295
"38",0.703585182872295
"39",0.703585182872295
"40",0.703501512935607
"41",0.703501512935607
"42",0.703501512935607
"43",0.703501512935607
"44",0.703396549210212
"45",0.703396549210212
"46",0.703396549210212
"47",0.703396549210212
"48",0.703396549210212
"49",0.7021758288587
"50",0.7021758288587
"51",0.7021758288587
"52",0.70202810307178
"53",0.701877520849222
"54",0.701877520849222
"55",0.701877520849222
"56",0.701877520849222
"57",0.701877520849222
"58",0.704299474478211
"59",0.704299474478211
"60",0.704299474478211
"61",0.701141956479963
"62",0.700928305901949
"63",0.700928305901949
"64",0.700928305901949
"65",0.700928305901949
"66",0.700928305901949
"67",0.700928305901949
"68",0.700928305901949
"69",0.700928305901949
"70",0.700928305901949
"71",0.700928305901949
"72",0.700928305901949
"73",0.700928305901949
"74",0.703995932641632
"75",0.703995932641632
"76",0.703995932641632
"77",0.703995932641632
"78",0.703995932641632
"79",0.703995932641632
"80",0.703995932641632
"81",0.705475124889427
"82",0.705475124889427
"83",0.705475124889427
"84",0.708909470704345
"85",0.70851030822662
"86",0.70851030822662
"87",0.70851030822662
"88",0.70851030822662
"89",0.70851030822662
"90",0.712166495294944
"91",0.709620537432555
"92",0.709620537432555
"93",0.711257309163891
"94",0.711257309163891
"95",0.711257309163891
"96",0.711257309163891
"97",0.712944323897127
"98",0.712944323897127
"99",0.712944323897127
"100",0.714658675545009
"101",0.714658675545009
"102",101
